id	body_url	category_program	condition	description_long	description_short	image_url	in_stock	name	price	quantity_in_stock
04377	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/Spray-Legend-Men-s-Deodorizing-Spray		new	Every day is an epic journey into the unknown. With this deodorizing spray on your team, you&rsquo;ll smell fresh and clean wherever the adventure takes you. Enjoy the ride.	Scented men&rsquo;s deodorizing spray	https://www.pureromance.com/getmetafile/04a2fc7e-4692-48c5-b5f4-c8d7243ba3ef/MensLegend_Spray_0315.aspx	True	Spray Legend - Men's Deodorizing Spray	20	76
04404	https://www.pureromance.com/Shop/Sex-Toys/Dual-Action-Rabbit-Vibrators/Main-Attraction	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Who needs teasers when you&rsquo;re the star of the Main Attraction? This dual-action thriller skillfully directs your pleasure with 10 speeds of independently controlled clitoral and shaft vibration, plus a textured, G-spot-pleasing tip that offers a brilliant performance all the way through the end credits. If you think this Main Attraction looks exhilarating, just wait until the pulse-pounding climax! Part of the Seductive Spotlight Collection from Pure Romance.&nbsp;Click here to fully experience the appeal of Main Attraction.	Silicone Dual-Action Vibrator&nbsp;	https://www.pureromance.com/getmetafile/68e3da64-8a62-4121-a322-c0231c6d86e1/MainAttraction_0416.aspx	True	Main Attraction	189	1204
04405	https://www.pureromance.com/Shop/Sex-Toys/Clitoral-Vibrators/Take-A-Bow	Health & Beauty  Personal Care  Cosmetics  Bath & Body	new	Ultra-soft silicone glides over your skin with velvety smoothness. A whisper-quiet motor delivers 10 show-stopping speeds of powerful vibration. This toy satisfies with a unique shape designed to cover the entire clitoris and vulva. With such an amazing performance, you definitely deserve to Take a Bow! Part of the Seductive Spotlight Collection from Pure Romance.Click here to fully experience the rapture of Take A Bow.	10-Speed Clitoral Vibrator	https://www.pureromance.com/getmetafile/39ecd691-c8f0-4da3-9c07-d77290afec46/TakeABow_0416.aspx	True	Take A Bow	99	32
04406	https://www.pureromance.com/Shop/Sex-Toys/Clitoral-Vibrators/Premiere	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	You&rsquo;ll never forget your first time with Premiere. This 10-speed vibrator slips easily over a finger, adding a new dimension to all kinds of play. Perfect for clitoral vibration or all-over massage, Premiere delivers exclusive access to a red-carpet pleasure experience! Part of the Seductive Spotlight Collection from Pure Romance.Click here to fully experience the allure of Premiere.&nbsp;	Fingertip Clitoral Vibrator	https://www.pureromance.com/getmetafile/2f441c6c-6750-42ec-8306-449f93110fe9/Premier_0416.aspx	True	Premiere	89	1125
04411	https://www.pureromance.com/Shop/Massage/Aura-Lotus-Honey	Health & Beauty  Personal Care  Cosmetics  Bath & Body	new	Aura is a sensual massage oil that contains a specially formulated blend of essential oils and herbal extracts chosen for skin-softening benefits and its non-greasy, non-sticky qualities.	Massage Oil	https://www.pureromance.com/getmetafile/864fef30-856f-47d1-be92-e08f8cd30416/Aura_LotusHoney_0416.aspx	True	Aura Lotus & Honey	18	114
04412	https://www.pureromance.com/Shop/Massage/Serenity-Sugar-Melon	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Achieve a sultry sense of well-being with&nbsp;Serenity! This anti-stress aromatherapy massage lotion is infused with ingredients that help you feel relaxed, confident, sexy and daring.	Aromatherapy Massage Lotion	https://www.pureromance.com/getmetafile/3dac8fdc-d15b-4016-a3bd-6951d3faa07b/Serenity_SugarMelon_0416.aspx	True	Serenity  Sugar Melon	20	53
04413	https://www.pureromance.com/Shop/Massage/Between-The-Sheets-Love-Story	Health & Beauty  Personal Care  Cosmetics  Bath & Body	new	There&#39;s no denying that fresh is sexy. Between the Sheets is a powder-based spray that adds a majestic scent anywhere you spritz it. Between the Sheets absorbs moisture, putting an end to the dreaded wet spot!	Powder-Based Linen Spray	https://www.pureromance.com/getmetafile/caf95895-f7b6-4ddf-920e-6b69c73ca822/BetweenTheSheets_LoveStory_0416.aspx	True	Between The Sheets Love Story	18	318
04417	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Truly-Sexy-Flirt-Luxury-Pheromone-Infused-Fragranc		new	Irresistible and breathtaking, Truly Sexy Flirt embodies the bliss of budding attraction. This pheromone-infused fragrance captivates the senses with a bouquet of white roses and sheer jasmine, sparkling lemon and grapefruit, and clean amber and cedarwood.	Luxury Pheromone-Infused Fragrance	https://www.pureromance.com/getmetafile/50b3b899-343b-41b1-ac8e-569b4705673d/Perfume_TS_Flirt_0416.aspx	True	Truly Sexy Flirt Luxury Pheromone-Infused Fragrance	59	117
04435	https://www.pureromance.com/Shop/Sex-Health/PR-Ultra-Thin-Latex-Condoms-(6-Pack)	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Plan for pleasure and enjoy peace of mind with these ultra-thin latex condoms. Thin for your pleasure and pre-treated with long-lasting silicone lubricant, these condoms are designed for double the fun with increased sensation and lubrication.	Ultra Thin Latex Condoms	https://www.pureromance.com/getmetafile/ef39e9ba-7245-42d9-9d69-529fa7accf71/PRCondom_0416.aspx	True	PR Ultra Thin Latex Condoms (6 Pack)	9	92
04464	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Skinny-Dip-Exotic-Jewell	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Stress, anxiety, worries &hellip; take it all off! Enjoy spa-quality treatment with this pH-balanced combination body wash and bubble bath. Whether you&rsquo;re looking for a hot shower to jumpstart your morning, or a relaxing bubble bath to unwind at night&mdash;the moisturizing ingredients infused in Skinny Dip are all you need to transform your bathroom into a slice of paradise (clothing optional, of course)!SCENT:&nbsp;Smells like jasmine noir and neroli plum.	2-in-1 Body Wash &amp; Bubble Bath	https://www.pureromance.com/getmetafile/50e7a96a-727b-4cd6-8a13-94f4ac034919/BathCollection_ExoticJewell_SkinnyDip_-WEB_0117_large.aspx	True	Skinny Dip Exotic Jewell	20	58
04492	https://www.pureromance.com/Shop/Sex-Toys/Cleaners-Care/Seductive-Spotlight-USB-Charger	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	We all know how upsetting it can be when a charging cable goes missing&mdash;especially when it powers an intimate accessory! With this replacement charger for your Pure Romance toy, the possibilities are endless!	Replacement USB Charger	https://www.pureromance.com/getmetafile/6a647bf2-68be-4568-a6a1-7235f5aedcac/SS_Charger_Web_1116_L-(002).aspx	True	Seductive Spotlight USB Charger	20	30
04494	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Coochy-Truly-Sexy-Flirt		new	Join the smooth-skin revolution! One of our most popular products, Coochy&reg; blocks those little red bumps from appearing on your bikini area, underarms, legs, and anywhere else you shave. Sure to become your shower go-to, this shave cream helps skin look sexy, smell delicious, and feel irresistibly soft to the touch during your most intimate moments.SCENT: Smells like a bouqet of sheer jasmine, sparkling lemon, and clean amber.	Coochy Conditioning Shave Cream	https://www.pureromance.com/getmetafile/3b6ac382-6da2-4dce-9b06-bfa40de68134/Flirt_Coochy_WEB_0417.aspx	True	Coochy Truly Sexy Flirt	20	183
04495	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Body-Dew-Truly-Sexy-Flirt		new	Body Dew&nbsp;keeps even the driest skin happily hydrated and feeling years younger. This gentle moisturizer is infused with beneficial sweet almond oil. A quick spritz after each shower will make your skin feel softer than ever.SCENT: Smells like a bouqet of sheer jasmine, sparkling lemon, and clean amber.	After-Bath Oil Mist	https://www.pureromance.com/getmetafile/e35f0bfa-0a3a-43ca-b43f-75e62e8e1158/Flirt_BodyDew_WEB_0417.aspx	True	Body Dew Truly Sexy Flirt	20	198
04521	https://www.pureromance.com/Shop/Lube-Creams/Lubricants/Sensations-Warming-Lubricant-Cotton-Candy	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Sensations lubricant goes on cool, but just wait. Add some friction or your warm breath. You&rsquo;ll feel a heat so thrilling, you&rsquo;ll swear you&rsquo;re in the tropics!	Warming Lubricant	https://www.pureromance.com/getmetafile/f87ef108-8833-49cd-88fe-a83f326c7f29/Sensations_CottonCandy_WEB_0117_large.aspx	True	Sensations Warming Lubricant Cotton Candy	16	155
04522	https://www.pureromance.com/Shop/Lube-Creams/Lubricants/Whipped-Berry-Creme-Brulee	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Whipped creamy lubricant is the ultimate win-win. Your guy gets an emollient lubricant designed for use with c-rings and male sleeves, and you get kissable flavors to enhance oral favors.	Creamy Lubricant	https://www.pureromance.com/getmetafile/18451f37-976b-4eeb-9afd-bf269f4d2199/Whipped_BerryCremeBrulee_WEB_0117_large.aspx	True	Whipped Berry Creme Brulee	20	115
04524	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Afterglow		new	The sheen of seduction, the glow of satisfaction&mdash;treat yourself to the splendor of sparkling skin. Afterglow is a lightweight shimmer serum that absorbs quickly and leaves behind a gorgeous veil of sparkle on skin, giving you that final touch of beauty every time you step out the door. Afterglow is infused with the decadent Truly Sexy Flirt fragrance.	Illuminating Serum	https://www.pureromance.com/getmetafile/bc522a52-e08e-45c9-a1e7-cb1cfb0ce5a8/AfterGlow_Flirt_WEB_0117_large.aspx	True	Afterglow	24	143
04526	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/Clean-Legend		new	To be a legendary warrior in the battle against dirt and funk, you need a powerful weapon. Fight the good fight on two fronts with this combination body wash and shampoo designed for cleaning on an epic level. Because when you wield the awesome power of dual weaponry in one mighty vessel, you embody the confidence befitting a true legend.&nbsp;	2-in-1 Shampoo and Body Wash	https://www.pureromance.com/getmetafile/902b1e54-63a7-4af7-97dc-20c7b2211bdf/Clean_Legend_WEB_0117_large.aspx	True	Clean Legend	20	25
04528	https://www.pureromance.com/Shop/Couples/Sex-Toys/Double-Feature-10-Function-Double-C-Ring	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	When one showstopping performance just isn&rsquo;t enough, you need a Double Feature. Twin rings offer satisfying sensations for him while a powerful 10-function clitoral vibrator delivers intense pleasure for you. When the credits roll on your romantic evening, you&rsquo;ll be glad you selected Double Feature!	10-Function Double C-Ring and Clitoral Vibrator	https://www.pureromance.com/getmetafile/d98545d8-1b30-44e7-bab8-6153e80caba0/Spotlight_Double-Feature_WEB_0117.aspx	True	Double Feature 10 Function Double C-Ring	119	1174
04534	https://www.pureromance.com/Shop/Lube-Creams/Lubricants/Water-Based-Personal-Lubricant	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Unleash ecstasy with this smooth-as-silk personal lubricant from the Seductive Spotlight collection. Water-based and pH-balanced, this lubricant can be used alone or with a bedroom massager to inspire your body to new heights of decadent bliss.	Silky Personal Lubricant	https://www.pureromance.com/getmetafile/5c0b9a65-1459-4c38-ba41-a150023d7092/SeductiveSpotlight_Lube_Web_0816-copy.aspx	True	Water-Based Personal Lubricant	29	103
04535	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Skinny-Dip-Love-Story		new	Stress, anxiety, worries &hellip; take it all off! Enjoy spa-quality treatment with this pH-balanced combination body wash and bubble bath. Whether you&rsquo;re looking for a hot shower to jumpstart your morning, or a relaxing bubble bath to unwind at night&mdash;the moisturizing ingredients infused in Skinny Dip are all you need to transform your bathroom into a slice of paradise (clothing optional, of course)!SCENT:&nbsp;Smells like sensual amber and warm vanilla.	2-in-1 Body Wash &amp; Bubble Bath	https://www.pureromance.com/getmetafile/f74c9670-9cca-4c8e-b1f4-a2d2fcf88836/SkinnyDip_LoveStory_0616.aspx	True	Skinny Dip Love Story	20	142
04536	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Skinny-Dip-Sweet-Fantasie		new	Stress, anxiety, worries &hellip; take it all off! Enjoy spa-quality treatment with this pH-balanced combination body wash and bubble bath. Whether you&rsquo;re looking for a hot shower to jumpstart your morning, or a relaxing bubble bath to unwind at night&mdash;the moisturizing ingredients infused in Skinny Dip are all you need to transform your bathroom into a slice of paradise (clothing optional, of course)!SCENT:&nbsp;Smells like hints of sweet vanilla and pineapple sorbet.	2-in-1 Body Wash &amp; Bubble Bath	https://www.pureromance.com/getmetafile/a20e9938-6abd-4aa0-83a1-81d410427742/SkinnyDip_SweetFantasie_0616.aspx	True	Skinny Dip Sweet Fantasie	20	11
04538	https://www.pureromance.com/Shop/Lube-Creams/Performance/Great-Head-Raspberry-Rose	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Make oral sex as enjoyable for you as it is for him. Great Head can help by relaxing your throat and adding some flavor to your oral favors.	Oral Delight Gel&nbsp;	https://www.pureromance.com/getmetafile/a9cf6e0b-b84b-4137-bc6d-5f0da9d7f070/GreatHead_RaspberryRose_0217.aspx	True	Great Head Raspberry Rose	20	32
04554	https://www.pureromance.com/Shop/Couples/Bondage-Roleplay/Onyx-Whip		new	Tighten your grip on ecstasy with this silicone whip from the Onyx collection. Featuring a textured handle and velvet-soft silicone strands that deliver a sexy sting, the Onyx Whip is an essential to fulfilling even your darker desires &hellip; no red room required.&nbsp;	Onyx Silicone Whip	https://www.pureromance.com/getmetafile/cd07d751-7486-4a4f-9e25-7f6cf23960be/OnyxWhip_1016.aspx	True	Onyx Whip	39	107
04555	https://www.pureromance.com/Shop/Couples/Bondage-Roleplay/Onyx-Crop		new	Every flick of your wrist delivers erotic bliss with this silicone crop from the Onyx collection. The crop&rsquo;s molded silicone is silky soft when gently dragged across naked skin, but just a little force can turn a teasing caress into a sultry slap.&nbsp;	Onyx Silicone Crop	https://www.pureromance.com/getmetafile/db84b8f0-12ac-40ec-a3f3-d071d1fa1b4e/OnyxCrop_1016.aspx	True	Onyx Crop	29	37
04560	https://www.pureromance.com/Shop/Couples/Bondage-Roleplay/Onyx-Handcuffs		new	Soft and seductive, these silicone handcuffs from the Onyx collection comfortably bind you and a lover during bondage play. The buckle closure easily adjusts to fit smaller and larger wrists, while metal loops and a removable lobster clasp give you the freedom to play with any length of restraint.&nbsp;&nbsp;	Silicone Adjustable Handcuffs	https://www.pureromance.com/getmetafile/1fe3f5bd-74f6-4d61-b656-7a34520bca42/OnyxHandcuffs_1016.aspx	True	Onyx Handcuffs	39	63
04564	https://www.pureromance.com/Shop/Couples/Bondage-Roleplay/Onyx-Teaser		new	The oh-so-sensual companion to a crop&rsquo;s sharper love slaps, this metal teaser from the Onyx collection tempts and tantalizes naked skin. Slowly pull cool metal tendrils down the body, or briefly place the teaser&rsquo;s chains in a cup of hot water to turn up the heat with sultry temperature play. Sparkling rhinestones adorning the handle make this teaser the perfect bondage accessory.	Bejeweled Metal Teaser&nbsp;	https://www.pureromance.com/getmetafile/8e457f87-ab36-4d30-97e1-477d54da22b7/OnyxTeaser_1016.aspx	True	Onyx Teaser	35	44
04565	https://www.pureromance.com/Shop/Couples/Bondage-Roleplay/Onyx-Nipple-Clamps		new	As erotic as they are sparkling, these bejeweled nipple clamps from the Onyx collection titillate nipples with sexy, sensual pressure. Designed to adjust to your desires, the clamps are accented with rhinestones and two teardrop gems that hang beautifully between bare breasts.&nbsp;	Adjustable Nipple Clamps&nbsp;&nbsp;	https://www.pureromance.com/getmetafile/c6e3adb2-c018-462e-ba28-b85360fb1ab7/OnyxNippleClamps_1016.aspx	True	Onyx Nipple Clamps	29	98
04566	https://www.pureromance.com/Shop/Couples/Bondage-Roleplay/Onyx-Blindfold		new	Begin your tryst with bondage with this black satin blindfold from the Onyx collection. Cover your eyes with the midnight silky fabric, then submit to ecstasy when sight is taken away and every other sense is amplified.&nbsp;	Black Satin Blindfold&nbsp;&nbsp;	https://www.pureromance.com/getmetafile/72b66530-3c0d-4000-bf4a-6903550dd939/OnyxBlindfold_1016.aspx	True	Onyx Blindfold	12	46
04568	https://www.pureromance.com/Shop/Massage/Between-The-Sheets-Truly-Sexy-Flirt	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	There&#39;s no denying that fresh is sexy. Between the Sheets is a powder-based spray that adds a majestic scent anywhere you spritz it. Between the Sheets absorbs moisture, putting an end to the dreaded wet spot!	Powder - Based Linen Spray&nbsp;	https://www.pureromance.com/getmetafile/0428c0b7-5213-4ac0-b3fd-4b6f0d8f26f0/BetweenTheSheets_Web_TSFlirt_0217.aspx	True	Between The Sheets Truly Sexy Flirt	19	90
04569	https://www.pureromance.com/Shop/Sex-Toys/Dual-Action-Rabbit-Vibrators/Aqua-6-Function-Dual-Action-Vibrator	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Navigate the very limits of your desire with Aqua, a dual-action silicone vibrator with six breathtaking speeds and pulsing patterns. Massaging your vaginal walls with a sculpted shaft and satisfying your clitoris with flexible, uniquely shaped wings, Aqua fulfills your secret longings in and out of the water.	6-Function Dual-Action Vibrator	https://www.pureromance.com/getmetafile/025d0799-0069-48ce-a985-216ec696def8/Kalypso_Aqua_WEB_0117.aspx	True	Aqua 6-Function Dual-Action Vibrator	139	44
04570	https://www.pureromance.com/Shop/Sex-Toys/G-Spot-Vibrators/Mira-6-Function-G-spot-Vibrator	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Set sail for endless ecstasy with Mira, a silky silicone vibrator with six exhilarating speeds and pulsing patterns. Mira&rsquo;s sensual curves can be savored above water or submerged to explore the depths of your passion, while the angled shaft targets and massages your G-spot with intense, penetrating vibrations.	6-Function G-spot Vibrator	https://www.pureromance.com/getmetafile/8646ab3e-3233-416e-a37a-204677b2a16f/Kalypso_Mira_WEB_0117.aspx	True	Mira 6-Function G-spot Vibrator	119	62
04571	https://www.pureromance.com/Shop/Sex-Toys/For-Couples/Maya-6-Function-Silicone-C-ring	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Ride the wave of ecstasy with Maya, a seductive silicone c-ring with six mind-blowing speeds and pulsing patterns. Slip Maya&rsquo;s flexible ring over his penis for intense, pleasure-amplifying pressure, then position the vibrator toward your clitoris to experience explosive sensations underwater and beyond.&nbsp;	6-Function Silicone C-ring	https://www.pureromance.com/getmetafile/2fea778e-372d-4c9e-99f7-47df4fe9d84d/Kalypso_Maya_WEB_0217.aspx	True	Maya 6-Function Silicone C-ring	89	33
04572	https://www.pureromance.com/Shop/Sex-Toys/Clitoral-Vibrators/Kaia-6-Function-Clitoral-Vibrator	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Transport yourself to an isle of paradise with Kaia, a silicone clitoral vibrator with six rhythmic speeds and pulsing patterns. Designed to cup perfectly in your hand, Kaia can be equally enjoyed by land or by sea, tantalizing your clitoris with flexible, uniquely shaped wings that reward you with decadent, mind-blowing release.	6-Function Clitoral Vibrator	https://www.pureromance.com/getmetafile/399bef3b-457a-420e-860f-1fd4ed0be792/Kalypso_Kaia_WEB_0117.aspx	True	Kaia 6-Function Clitoral Vibrator	89	1684
04573	https://www.pureromance.com/Shop/Couples/Sex-Games/Sexy-Surprise-Dice	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Get ready to roll your way to a night of sexy surprises with one toss of the dice! Hoping for a quickie in the shower or a lap dance under the stars? Place your bets on fun and gamble on a winning combination to spice up partner playtime with Sexy Surprise Dice. This flirty foreplay game comes with two black dice and a set of 18 stickers that describe the location and action for your next romantic rendezvous. Take a spin with your favorite activity or shake things up with a change of scenery. No matter what you roll, you&rsquo;re gonna get lucky!	Flirty foreplay dice game for couples	https://www.pureromance.com/getmetafile/f68e77b9-5100-418f-9dcc-63985056bff4/SexSurprise_Web_0217.aspx	True	Sexy Surprise Dice	18	39
04574	https://www.pureromance.com/Shop/Sex-Toys/Dual-Action-Rabbit-Vibrators/Stella-10-Function-Dual-Action-Vibrator	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Passion shines brightest after dark with this exhilarating dual-action vibrator with 10 thrilling speeds and pulsing patterns that get you glowing from the inside out. Uniquely crafted of silky silicone and glittering tempered glass, the vibrator&rsquo;s curved form and massager target and tantalize your G-spot and clitoris, while a quick dip in hot or cool water transforms the shaft into the perfect temperature play accessory. Explore a universe of desire with Stella&mdash;and get ready to see stars.&nbsp;&nbsp;	10-Function Dual-Action Vibrator	https://www.pureromance.com/getmetafile/f35f5d2f-72ef-40c4-abd1-1ecbfb9ae517/Stella_Web_0217.aspx	True	Stella 10-Function Dual-Action Vibrator	159	50
04575	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Truly-Sexy-7th-Plum-Pheromone-Infused-Luxury-Fra	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Vibrant, romantic, and undeniably chic, Truly Sexy 7th &amp; Plum captures the excitement of cocktails and conversation against a backdrop of glittering city lights. Inspired by our home on the corner of 7th and Plum streets in the heart of the Queen City, this pheromone-infused luxury fragrance blends wild blueberry, classic rose, and radiant hyacinth with a ravishing base of teakwood and sweet vanilla.	Truly Sexy 7th &amp; Plum Pheromone Infused Luxury Fragrance&nbsp;	https://www.pureromance.com/getmetafile/3fbc387e-40b9-4525-bb19-890921d7a559/PerfumeandBox_TrulySexy_7thandPlum_Web_0817.aspx	True	Truly Sexy 7th & Plum Pheromone Infused Luxury Fragrance	59	92
04592	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/District-Shave	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Anything but average, you ooze the smooth confidence and sense of style that the world can&rsquo;t help but notice. Sure, most of that comes naturally, but you&rsquo;re also not afraid to use everyday indulgences that help you maintain your authentic self. With its ultra-nourishing formula that protects and moisturizes your skin, District Shave is one treat-yourself essential you can get behind.&nbsp;	District Shave Cream	https://www.pureromance.com/getmetafile/654243d9-389d-4597-b22a-b9badc62eba2/Shave_District_WEB_0117_large.aspx	True	District Shave	20	57
04593	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/District-Clean	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Whether you just stepped out of the shower or into an all-eyes-on-you crowd, you&rsquo;re still you and nothing could wash that away. Our 2-in-1 Clean does, however, effectively cleanse your hair and body, leaving behind only the alluring District scent that perfectly accents your authenticity.	Clean District 2-in-1 Shampoo and Body Wash	https://www.pureromance.com/getmetafile/99e49d08-faf5-4ef3-8c23-1fdc674f734c/Clean_District_WEB_0117_large.aspx	True	District Clean	20	40
04594	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/District-Spray	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Yeah, you&rsquo;re already the ultimate genuine article, but that doesn&rsquo;t mean you don&rsquo;t like a little extra something to elevate your personal ambiance. You need a deodorant spray with a scent that will accentuate your magnetic vibe without masking your originality. District Spray features a blend of clean peppermint, fresh citrus, and sensual sandalwood to guarantee that when the lights go down tonight, you&rsquo;ll still be you.	Spray District Scented Men&rsquo;s Deodorizing Spray	https://www.pureromance.com/getmetafile/1d79e34f-39ef-4b6d-b1cc-5c67b2e8b7d0/Spray_District_WEB_0117_large.aspx	True	District Spray	20	32
04993	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Basic-Instinct-Sex-Attractant		new	Enhance your natural allure with Basic Instinct. This roll-on sex attractant releases a scent that is unique to you.	Sex Attractant	https://www.pureromance.com/getmetafile/8e247424-765d-4294-a9ab-7ff30a72c8a1/BasicInstinct_0416.aspx	True	Basic Instinct Sex Attractant	28	1394
05417	https://www.pureromance.com/Shop/Sex-Toys/Cleaners-Care/Kalypso,-Kalypso-Wave-Replacement-USB-Charger		new	We all know how upsetting it can be when a charging cable goes missing&mdash;especially when it powers an intimate accessory! With this replacement charger for your Pure Romance toy, the possibilities are endless!	&nbsp;Replacement USB Charger	https://www.pureromance.com/getmetafile/b8505566-8f52-4118-be5c-c3bba9b4d39d/kalypso-charger.aspx	True	Kalypso, Kalypso Wave Replacement USB Charger	15	8
05421	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Kiss-Truly-Sexy-Flirt-Refreshing-Body-Splash		new	A light body splash with an alluring scent, Kiss will have you feeling sexy and rejuvenated all day long.SCENT:&nbsp;Smells like a bouqet of sheer jasmine, sparkling lemon, and clean amber.	Refreshing Body Splash	https://www.pureromance.com/getmetafile/c4e96ce7-9744-4a4a-92b7-186b780ca900/Flirt_Kiss_WEB_0417.aspx	True	Kiss Truly Sexy Flirt Refreshing Body Splash	20	117
05422	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Skinny-Dip-Flirt	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Stress, anxiety, worries &hellip; take it all off! Enjoy spa-quality treatment with this pH-balanced combination body wash and bubble bath. Whether you&rsquo;re looking for a hot shower to jumpstart your morning, or a relaxing bubble bath to unwind at night&mdash;the moisturizing ingredients infused in Skinny Dip are all you need to transform your bathroom into a slice of paradise (clothing optional, of course)!SCENT:&nbsp;Smells like a bouqet of sheer jasmine, sparkling lemon, and clean amber.	2-in-1 Body Wash &amp; Bubble Bath	https://www.pureromance.com/getmetafile/810b5151-0b38-45f6-b079-c977e3d286ef/SkinnyDip_TSF_WEB_0417.aspx	True	Skinny Dip Flirt	20	82
05426	https://www.pureromance.com/Shop/Sex-Toys/Dildos/HEY-MR-DJ	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Put on a sensual slow jam and remix your desires with Hey Mr. DJ, an oh-so-incredible 6-inch dildo with a girthy, lifelike shaft attached to a suction-cup base. Wireless and motor-free, Hey Mr. DJ lets you find just the right rhythm for your late-night show, performing rain or shine in the shower and beyond!	Hey Mr. DJ Suction Cup Dildo&nbsp;	https://www.pureromance.com/getmetafile/cec15b0b-abe9-4e98-b33d-3d4857ba0ca3/Amplify_Web_Hey-Mr-DJ_0617.aspx	True	HEY MR. DJ	35	156
05427	https://www.pureromance.com/Shop/Sex-Toys/Anal-Toys-Play/BACKSTAGE-PASS	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	You&rsquo;ve won a Backstage Pass to bliss with this tantalizing toy that&rsquo;s fine-tuned for mind-blowing anal play! With beads and vibrations that gradually increase in size and intensity, Backstage Pass opens the show with a slow, sensual groove, then it&rsquo;s your choice to crank up the volume for unbelievable backdoor pleasure with a climax you&rsquo;ll never forget.	Backstage Pass Vibrating Pleasure Beads	https://www.pureromance.com/getmetafile/87b4db0f-fef7-469e-ad1f-1dd4de5ea1a2/Amplify_Web_Backstage-Pass_0617.aspx	True	BACKSTAGE PASS	30	100
05430	https://www.pureromance.com/Shop/For-Guys/Men-s-Sex-Toys/HAND-JIVE	Health & Beauty > Personal Care > Cosmetics > Bath & Body	new	Let&rsquo;s do the Hand Jive, baby! This ultra-soft pleasure sleeve is reversible with two unique textures that feel just like the real thing. Do the Hand Jive one way, then flip the script for a completely different sensation. Even better? The sleeve&rsquo;s open-ended design means he can rock out solo or you can play together&mdash;talk about a dynamite duet!	Hand Jive Reversible Masturbation Sleeve	https://www.pureromance.com/getmetafile/c382ad73-d424-4e42-aae3-fd9b58fa2325/Amplify_web_Hand-Jive_0617.aspx	True	HAND JIVE	35	2080
05431	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Coochy-Conditioning-Shave-Cream-7th-Plum		new	Join the smooth-skin revolution! One of our most popular products, Coochy&reg; blocks those little red bumps from appearing on your bikini area, underarms, legs, and anywhere else you shave. Sure to become your shower go-to, this shave cream helps skin look sexy, smell delicious, and feel irresistibly soft to the touch during your most intimate moments.SCENT:&nbsp;Smells like a blend of blueberry, rose hyacinth, teakwood, and vanilla.	Conditioning Shave Cream	https://www.pureromance.com/getmetafile/848ee537-990d-4393-a533-10468dabb1bc/7thandPlum_Coochy_Web_1217.aspx	True	Coochy Conditioning Shave Cream 7th & Plum	20	261
